Entity,Code,Year,Life expectancy
France,FRA,1968,71.561
French Guiana,GUF,1968,64.466
French Polynesia,PYF,1968,59.452
Gabon,GAB,1968,45.357
Gambia,GMB,1968,36.211
Georgia,GEO,1968,66.805
Germany,DEU,1968,70.689
Ghana,GHA,1968,48.768
Gibraltar,GIB,1968,71.94
Greece,GRC,1968,70.377
Greenland,GRL,1968,62.155
Grenada,GRD,1968,65.077
Guadeloupe,GLP,1968,63.906
Guam,GUM,1968,64.805
Guatemala,GTM,1968,51.267
Guinea,GIN,1968,36.222
Guinea-Bissau,GNB,1968,40.01
Guyana,GUY,1968,61.588
Haiti,HTI,1968,45.134
Honduras,HND,1968,51.33
Hong Kong,HKG,1968,71.062
Hungary,HUN,1968,69.464
Iceland,ISL,1968,73.625
India,IND,1968,46.428
Indonesia,IDN,1968,51.374
Iran,IRN,1968,49.503
Iraq,IRQ,1968,56.723
Ireland,IRL,1968,70.793
Isle of Man,IMN,1968,71.59
Israel,ISR,1968,71.846
Italy,ITA,1968,71.062
Jamaica,JAM,1968,67.349
Japan,JPN,1968,71.596
Jordan,JOR,1968,58.752
Kazakhstan,KAZ,1968,61.848
Kenya,KEN,1968,51.446
Kiribati,KIR,1968,51.327
Kuwait,KWT,1968,64.713
Kyrgyzstan,KGZ,1968,59.767
Laos,LAO,1968,45.65
Latin America and the Caribbean,,1968,59.201
Latvia,LVA,1968,70.522
Lebanon,LBN,1968,65.528
Lesotho,LSO,1968,49.829
Liberia,LBR,1968,38.099
Libya,LBY,1968,53.921
Liechtenstein,LIE,1968,71.223
Lithuania,LTU,1968,71.342
Luxembourg,LUX,1968,69.817
Macao,MAC,1968,68.388
Madagascar,MDG,1968,43.796
Malawi,MWI,1968,38.866
Malaysia,MYS,1968,63.719
Maldives,MDV,1968,42.669
Mali,MLI,1968,31.086
Malta,MLT,1968,70.909
Marshall Islands,MHL,1968,56.598
Martinique,MTQ,1968,64.926
Mauritania,MRT,1968,49.536
Mauritius,MUS,1968,63.041
Mayotte,MYT,1968,61.068
Mexico,MEX,1968,60.536
Micronesia (country),FSM,1968,58.012
Moldova,MDA,1968,64.718
Monaco,MCO,1968,71.978
Mongolia,MNG,1968,54.285
Montenegro,MNE,1968,68.756
Montserrat,MSR,1968,65.374
Morocco,MAR,1968,51.808
Mozambique,MOZ,1968,41.061
Myanmar,MMR,1968,47.698
Namibia,NAM,1968,51.65
Nauru,NRU,1968,51.12
Nepal,NPL,1968,39.691
Netherlands,NLD,1968,73.667
New Caledonia,NCL,1968,61.335
New Zealand,NZL,1968,71.32
Nicaragua,NIC,1968,52.205
Niger,NER,1968,35.658
Nigeria,NGA,1968,40.184
Niue,NIU,1968,64.471
North Korea,PRK,1968,57.625
North Macedonia,MKD,1968,65.313
Northern America,,1968,70.582
Northern Mariana Islands,MNP,1968,62.114
Norway,NOR,1968,73.933
Oceania,,1968,64.756
Oman,OMN,1968,48.858
Pakistan,PAK,1968,51.457
Palau,PLW,1968,59.41
Palestine,PSE,1968,54.406
Panama,PAN,1968,64.607
Papua New Guinea,PNG,1968,44.425
Paraguay,PRY,1968,65.124
Peru,PER,1968,52.702
Philippines,PHL,1968,63.017
Poland,POL,1968,69.888
Portugal,PRT,1968,66.559
Puerto Rico,PRI,1968,70.917
Qatar,QAT,1968,66.942
Reunion,REU,1968,61.743
Romania,ROU,1968,67.737
Russia,RUS,1968,68.565
Rwanda,RWA,1968,44.505
Saint Barthlemy,,1968,63.839
Saint Helena,SHN,1968,66.927
Saint Kitts and Nevis,KNA,1968,62.03
Saint Lucia,LCA,1968,62.67
Saint Martin (French part),MAF,1968,63.905
Saint Pierre and Miquelon,SPM,1968,69.444
Saint Vincent and the Grenadines,VCT,1968,63.026
Samoa,WSM,1968,59.266
San Marino,SMR,1968,72.343
Sao Tome and Principe,STP,1968,54.328
Saudi Arabia,SAU,1968,50.751
Senegal,SEN,1968,38.558
Serbia,SRB,1968,66.946
Seychelles,SYC,1968,65.581
Sierra Leone,SLE,1968,35.08
Singapore,SGP,1968,67.479
Sint Maarten (Dutch part),SXM,1968,68.436
Slovakia,SVK,1968,70.336
Slovenia,SVN,1968,69.267
Solomon Islands,SLB,1968,54.584
Somalia,SOM,1968,40.179
South Africa,ZAF,1968,51.615
South Korea,KOR,1968,59.788
South Sudan,SSD,1968,35.051
Spain,ESP,1968,71.501
Sri Lanka,LKA,1968,63.144
Sudan,SDN,1968,51.469
Suriname,SUR,1968,62.299
Sweden,SWE,1968,74.195
Switzerland,CHE,1968,72.668
Syria,SYR,1968,57.26
Taiwan,TWN,1968,67.211
Tajikistan,TJK,1968,53.214
Tanzania,TZA,1968,46.028
Thailand,THA,1968,58.442
Timor,TLS,1968,38.336
Togo,TGO,1968,45.339
Tokelau,TKL,1968,67.028
Tonga,TON,1968,63.224
Trinidad and Tobago,TTO,1968,64.43
Tunisia,TUN,1968,48.882
Turkey,TUR,1968,51.053
Turkmenistan,TKM,1968,57.794
Turks and Caicos Islands,TCA,1968,64.817
Tuvalu,TUV,1968,52.903
Uganda,UGA,1968,48.687
Ukraine,UKR,1968,70.752
United Arab Emirates,ARE,1968,59.375
United Kingdom,GBR,1968,71.735
United States,USA,1968,70.44
United States Virgin Islands,VIR,1968,68.454
Uruguay,URY,1968,68.575
Uzbekistan,UZB,1968,61.779
Vanuatu,VUT,1968,53.372
Vatican,VAT,1968,58.13
Venezuela,VEN,1968,63.916
Vietnam,VNM,1968,61.186
Wallis and Futuna,WLF,1968,61.017
Western Sahara,ESH,1968,41.316
World,OWID_WRL,1968,55.636
Yemen,YEM,1968,34.78
Zambia,ZMB,1968,49.313
Zimbabwe,ZWE,1968,56.362
Afghanistan,AFG,1969,36.9
Africa,,1969,45.15
Albania,ALB,1969,66.689
Algeria,DZA,1969,49.982
American Samoa,ASM,1969,66.1
Americas,,1969,64.63369933
Andorra,AND,1969,71.941
Angola,AGO,1969,40.546
Anguilla,AIA,1969,65.601
Antigua and Barbuda,ATG,1969,65.616
Argentina,ARG,1969,66.219
Armenia,ARM,1969,69.809
Aruba,ABW,1969,68.784
Asia,,1969,53.93
Australia,AUS,1969,71.007
Austria,AUT,1969,70.297
Azerbaijan,AZE,1969,62.953
Bahamas,BHS,1969,65.73
Bahrain,BHR,1969,62.56
Bangladesh,BGD,1969,47.432
Barbados,BRB,1969,68.421
Belarus,BLR,1969,70.507
Belgium,BEL,1969,70.903
Belize,BLZ,1969,65.058
Benin,BEN,1969,41.63
Bermuda,BMU,1969,71.014
Bhutan,BTN,1969,39.057
Bolivia,BOL,1969,45.147
Bonaire Sint Eustatius and Saba,BES,1969,68.739
Bosnia and Herzegovina,BIH,1969,65.621
Botswana,BWA,1969,53.346
Brazil,BRA,1969,58.475
British Virgin Islands,VGB,1969,66.527
Brunei,BRN,1969,62.013
Bulgaria,BGR,1969,71.027
Burkina Faso,BFA,1969,38.652
Burundi,BDI,1969,43.685
Cambodia,KHM,1969,42.369
Cameroon,CMR,1969,46.008
Canada,CAN,1969,72.378
Cape Verde,CPV,1969,52.698
Cayman Islands,CYM,1969,64.609
Central African Republic,CAF,1969,41.444
Chad,TCD,1969,40.878
Channel Islands,OWID_CIS,1969,71.726
Chile,CHL,1969,61.637
China,CHN,1969,57.603
Colombia,COL,1969,61.675
Comoros,COM,1969,45.179
Congo,COG,1969,50.313
Cook Islands,COK,1969,59.216
Costa Rica,CRI,1969,65.339
Cote d'Ivoire,CIV,1969,43.276
Croatia,HRV,1969,68.02
Cuba,CUB,1969,69.29
Curacao,CUW,1969,68.655
Cyprus,CYP,1969,72.318
Czechia,CZE,1969,69.952
Democratic Republic of Congo,COD,1969,43.563
Denmark,DNK,1969,73.131
Djibouti,DJI,1969,48.476
Dominica,DMA,1969,64.595
Dominican Republic,DOM,1969,57.498
Ecuador,ECU,1969,57.69
Egypt,EGY,1969,51.865
El Salvador,SLV,1969,54.628
Equatorial Guinea,GNQ,1969,39.525
Eritrea,ERI,1969,42.773
Estonia,EST,1969,70.427
Eswatini,SWZ,1969,47.508
Ethiopia,ETH,1969,42.659
Europe,,1969,70.264
Faeroe Islands,FRO,1969,73.168
Falkland Islands,FLK,1969,71.575
Fiji,FJI,1969,62.481
Finland,FIN,1969,70.015
France,FRA,1969,71.723
French Guiana,GUF,1969,64.98
French Polynesia,PYF,1969,59.827
Gabon,GAB,1969,46.255
Gambia,GMB,1969,37.023
Georgia,GEO,1969,67.136
Germany,DEU,1969,70.778
Ghana,GHA,1969,49.057
Gibraltar,GIB,1969,72.041
Greece,GRC,1969,70.66
Greenland,GRL,1969,62.354
Grenada,GRD,1969,65.352
Guadeloupe,GLP,1969,64.45
Guam,GUM,1969,65.239
Guatemala,GTM,1969,51.889
Guinea,GIN,1969,36.421
Guinea-Bissau,GNB,1969,40.333
Guyana,GUY,1969,61.697
Haiti,HTI,1969,45.573
Honduras,HND,1969,51.921
Hong Kong,HKG,1969,71.405
Hungary,HUN,1969,69.47
Iceland,ISL,1969,73.68
India,IND,1969,47.081
Indonesia,IDN,1969,51.963
Iran,IRN,1969,50.148
Iraq,IRQ,1969,57.5
Ireland,IRL,1969,70.885
Isle of Man,IMN,1969,71.714
Israel,ISR,1969,72
Italy,ITA,1969,71.316
Jamaica,JAM,1969,67.636
Japan,JPN,1969,71.98
Jordan,JOR,1969,59.468
Kazakhstan,KAZ,1969,62.209
Kenya,KEN,1969,51.998
Kiribati,KIR,1969,51.837
Kuwait,KWT,1969,65.231
Kyrgyzstan,KGZ,1969,60.147
Laos,LAO,1969,45.962
Latin America and the Caribbean,,1969,59.646
Latvia,LVA,1969,70.448
Lebanon,LBN,1969,65.8
Lesotho,LSO,1969,50.18
Liberia,LBR,1969,38.714
Libya,LBY,1969,55.011
Liechtenstein,LIE,1969,71.291
Lithuania,LTU,1969,71.392
Luxembourg,LUX,1969,69.891
Macao,MAC,1969,68.865
Madagascar,MDG,1969,44.283
Malawi,MWI,1969,39.289
Malaysia,MYS,1969,64.161
Maldives,MDV,1969,43.397
Mali,MLI,1969,31.72
Malta,MLT,1969,71.131
Marshall Islands,MHL,1969,56.779
Martinique,MTQ,1969,65.46
Mauritania,MRT,1969,49.99
Mauritius,MUS,1969,63.129
Mayotte,MYT,1969,61.725
Mexico,MEX,1969,60.932
Micronesia (country),FSM,1969,58.434
Moldova,MDA,1969,64.908
Monaco,MCO,1969,72.207
Mongolia,MNG,1969,54.845
Montenegro,MNE,1969,69.348
Montserrat,MSR,1969,65.792
Morocco,MAR,1969,52.195
Mozambique,MOZ,1969,41.178
Myanmar,MMR,1969,48.279
Namibia,NAM,1969,52.163
Nauru,NRU,1969,51.45
Nepal,NPL,1969,40.291
Netherlands,NLD,1969,73.726
New Caledonia,NCL,1969,61.886
New Zealand,NZL,1969,71.383
Nicaragua,NIC,1969,52.868
Niger,NER,1969,35.76
Nigeria,NGA,1969,40.569
Niue,NIU,1969,64.63
North Korea,PRK,1969,58.681
North Macedonia,MKD,1969,65.824
Northern America,,1969,70.731
Northern Mariana Islands,MNP,1969,62.601
Norway,NOR,1969,74.034
Oceania,,1969,65.053
Oman,OMN,1969,49.574
Pakistan,PAK,1969,52.07
Palau,PLW,1969,59.598
Palestine,PSE,1969,55.093
Panama,PAN,1969,65.063
Papua New Guinea,PNG,1969,45.173
Paraguay,PRY,1969,65.241
Peru,PER,1969,53.42
Philippines,PHL,1969,63.097
Poland,POL,1969,70.037
Portugal,PRT,1969,66.945
Puerto Rico,PRI,1969,71.254
Qatar,QAT,1969,67.567
Reunion,REU,1969,62.41
Romania,ROU,1969,67.881
Russia,RUS,1969,68.542
Rwanda,RWA,1969,44.609
Saint Barthlemy,,1969,64.395
Saint Helena,SHN,1969,67.358
Saint Kitts and Nevis,KNA,1969,62.453
Saint Lucia,LCA,1969,63.188
Saint Martin (French part),MAF,1969,64.444
Saint Pierre and Miquelon,SPM,1969,69.892
Saint Vincent and the Grenadines,VCT,1969,63.36
Samoa,WSM,1969,59.589
San Marino,SMR,1969,72.548
Sao Tome and Principe,STP,1969,54.833
Saudi Arabia,SAU,1969,51.692
Senegal,SEN,1969,38.816
Serbia,SRB,1969,67.358
Seychelles,SYC,1969,65.953
Sierra Leone,SLE,1969,35.59
Singapore,SGP,1969,67.758
Sint Maarten (Dutch part),SXM,1969,68.751
Slovakia,SVK,1969,70.229
Slovenia,SVN,1969,69.326
Solomon Islands,SLB,1969,55.396
Somalia,SOM,1969,40.57
South Africa,ZAF,1969,52.106
South Korea,KOR,1969,60.533
South Sudan,SSD,1969,35.432
Spain,ESP,1969,71.746
Sri Lanka,LKA,1969,63.634
Sudan,SDN,1969,51.86
Suriname,SUR,1969,62.609
Sweden,SWE,1969,74.328
Switzerland,CHE,1969,72.881
Syria,SYR,1969,58.03
Taiwan,TWN,1969,67.679
Tajikistan,TJK,1969,53.602
Tanzania,TZA,1969,46.399
Thailand,THA,1969,58.904
Timor,TLS,1969,39.042
Togo,TGO,1969,45.955
Tokelau,TKL,1969,67.453
Tonga,TON,1969,63.621
Trinidad and Tobago,TTO,1969,64.565
Tunisia,TUN,1969,50.001
Turkey,TUR,1969,51.678
Turkmenistan,TKM,1969,58.147
Turks and Caicos Islands,TCA,1969,65.274
Tuvalu,TUV,1969,53.378
Uganda,UGA,1969,49.005
Ukraine,UKR,1969,70.785
United Arab Emirates,ARE,1969,60.304
United Kingdom,GBR,1969,71.844
United States,USA,1969,70.586
United States Virgin Islands,VIR,1969,68.756
Uruguay,URY,1969,68.588
Uzbekistan,UZB,1969,62.097
Vanuatu,VUT,1969,53.915
Vatican,VAT,1969,58.511
Venezuela,VEN,1969,64.427
Vietnam,VNM,1969,60.383
Wallis and Futuna,WLF,1969,61.589
Western Sahara,ESH,1969,41.674
World,OWID_WRL,1969,56.314
Yemen,YEM,1969,35.78
Zambia,ZMB,1969,49.7
Zimbabwe,ZWE,1969,56.656
Afghanistan,AFG,1970,37.409
Africa,,1970,45.563
Albania,ALB,1970,66.935
Algeria,DZA,1970,50.372
American Samoa,ASM,1970,66.601
Americas,,1970,64.92574088
Andorra,AND,1970,72.166
Angola,AGO,1970,40.915
Anguilla,AIA,1970,66.165
Antigua and Barbuda,ATG,1970,65.847
Argentina,ARG,1970,66.483
Armenia,ARM,1970,70.144
Aruba,ABW,1970,69.14
Asia,,1970,54.778
Australia,AUS,1970,71.16
Austria,AUT,1970,70.41
Azerbaijan,AZE,1970,63.141
Bahamas,BHS,1970,65.87
Bahrain,BHR,1970,63.449
Bangladesh,BGD,1970,46.942
Barbados,BRB,1970,68.65
Belarus,BLR,1970,70.549
Belgium,BEL,1970,71.046
Belize,BLZ,1970,65.566
Benin,BEN,1970,42.152
Bermuda,BMU,1970,71.283
Bhutan,BTN,1970,39.635
Bolivia,BOL,1970,45.568
Bonaire Sint Eustatius and Saba,BES,1970,69.071
Bosnia and Herzegovina,BIH,1970,66.187
Botswana,BWA,1970,53.824
Brazil,BRA,1970,58.911
British Virgin Islands,VGB,1970,66.935
Brunei,BRN,1970,62.582
Bulgaria,BGR,1970,71.04
Burkina Faso,BFA,1970,39.095
Burundi,BDI,1970,43.841
Cambodia,KHM,1970,41.566
Cameroon,CMR,1970,46.523
Canada,CAN,1970,72.543
Cape Verde,CPV,1970,53.298
Cayman Islands,CYM,1970,64.979
Central African Republic,CAF,1970,42.223
Chad,TCD,1970,41.344
Channel Islands,OWID_CIS,1970,71.823
Chile,CHL,1970,62.254
China,CHN,1970,59.085
Colombia,COL,1970,62.152
Comoros,COM,1970,45.642
Congo,COG,1970,50.725
Cook Islands,COK,1970,59.564
Costa Rica,CRI,1970,65.844
Cote d'Ivoire,CIV,1970,44.123
Croatia,HRV,1970,68.341
Cuba,CUB,1970,69.809
Curacao,CUW,1970,68.999
Cyprus,CYP,1970,72.576
Czechia,CZE,1970,69.942
Democratic Republic of Congo,COD,1970,43.915
Denmark,DNK,1970,73.271
Djibouti,DJI,1970,49.16
Dominica,DMA,1970,65.148
Dominican Republic,DOM,1970,58.093
Ecuador,ECU,1970,58.203
Egypt,EGY,1970,52.146
El Salvador,SLV,1970,54.998
Equatorial Guinea,GNQ,1970,39.848
Eritrea,ERI,1970,43.156
Estonia,EST,1970,70.423
Eswatini,SWZ,1970,48.128
Ethiopia,ETH,1970,42.944
Europe,,1970,70.372
Faeroe Islands,FRO,1970,73.44
Falkland Islands,FLK,1970,71.713
Fiji,FJI,1970,62.492
Finland,FIN,1970,70.241
France,FRA,1970,71.904
French Guiana,GUF,1970,65.344
French Polynesia,PYF,1970,60.183
Gabon,GAB,1970,47.125
Gambia,GMB,1970,37.868
Georgia,GEO,1970,67.452
Germany,DEU,1970,70.872
Ghana,GHA,1970,49.34
Gibraltar,GIB,1970,72.136
Greece,GRC,1970,70.969
Greenland,GRL,1970,62.542
Grenada,GRD,1970,65.619
Guadeloupe,GLP,1970,64.975
Guam,GUM,1970,65.662
Guatemala,GTM,1970,52.501
Guinea,GIN,1970,36.655
Guinea-Bissau,GNB,1970,40.649
Guyana,GUY,1970,61.789
Haiti,HTI,1970,46.027
Honduras,HND,1970,52.522
Hong Kong,HKG,1970,71.732
Hungary,HUN,1970,69.464
Iceland,ISL,1970,73.779
India,IND,1970,47.737
Indonesia,IDN,1970,52.553
Iran,IRN,1970,50.855
Iraq,IRQ,1970,58.201
Ireland,IRL,1970,70.977
Isle of Man,IMN,1970,71.842
Israel,ISR,1970,72.157
Italy,ITA,1970,71.571
Jamaica,JAM,1970,67.917
Japan,JPN,1970,72.358
Jordan,JOR,1970,60.171
Kazakhstan,KAZ,1970,62.542
Kenya,KEN,1970,52.557
Kiribati,KIR,1970,52.323
Kuwait,KWT,1970,65.715
Kyrgyzstan,KGZ,1970,60.498
Laos,LAO,1970,46.273
Latin America and the Caribbean,,1970,60.095
Latvia,LVA,1970,70.345
Lebanon,LBN,1970,66.067
Lesotho,LSO,1970,50.584
Liberia,LBR,1970,39.338
Libya,LBY,1970,56.052
Liechtenstein,LIE,1970,71.373
Lithuania,LTU,1970,71.391
Luxembourg,LUX,1970,69.974
Macao,MAC,1970,69.36
Madagascar,MDG,1970,44.771
Malawi,MWI,1970,39.756
Malaysia,MYS,1970,64.595
Maldives,MDV,1970,44.142
Mali,MLI,1970,32.388
Malta,MLT,1970,71.354
Marshall Islands,MHL,1970,56.966
Martinique,MTQ,1970,65.986
Mauritania,MRT,1970,50.404
Mauritius,MUS,1970,63.223
Mayotte,MYT,1970,62.364
Mexico,MEX,1970,61.362
Micronesia (country),FSM,1970,58.851
Moldova,MDA,1970,65.045
Monaco,MCO,1970,72.448
Mongolia,MNG,1970,55.364
Montenegro,MNE,1970,69.929
Montserrat,MSR,1970,66.206
Morocco,MAR,1970,52.572
Mozambique,MOZ,1970,41.343
Myanmar,MMR,1970,48.796
Namibia,NAM,1970,52.669
Nauru,NRU,1970,51.777
Nepal,NPL,1970,40.881
Netherlands,NLD,1970,73.808
New Caledonia,NCL,1970,62.422
New Zealand,NZL,1970,71.467
Nicaragua,NIC,1970,53.519
Niger,NER,1970,35.883
Nigeria,NGA,1970,40.971
Niue,NIU,1970,64.791
North Korea,PRK,1970,59.656
North Macedonia,MKD,1970,66.301
Northern America,,1970,70.921
Northern Mariana Islands,MNP,1970,63.088
Norway,NOR,1970,74.14
Oceania,,1970,65.374
Oman,OMN,1970,50.31
Pakistan,PAK,1970,52.649
Palau,PLW,1970,59.792
Palestine,PSE,1970,55.771
Panama,PAN,1970,65.532
Papua New Guinea,PNG,1970,45.916
Paraguay,PRY,1970,65.368
Peru,PER,1970,54.174
Philippines,PHL,1970,63.155
Poland,POL,1970,70.149
Portugal,PRT,1970,67.335
Puerto Rico,PRI,1970,71.585
Qatar,QAT,1970,68.156
Reunion,REU,1970,63.059
Romania,ROU,1970,68.123
Russia,RUS,1970,68.5
Rwanda,RWA,1970,44.696
Saint Barthlemy,,1970,64.939
Saint Helena,SHN,1970,67.785
Saint Kitts and Nevis,KNA,1970,62.854
Saint Lucia,LCA,1970,63.667
Saint Martin (French part),MAF,1970,64.97
Saint Pierre and Miquelon,SPM,1970,70.335
Saint Vincent and the Grenadines,VCT,1970,63.691
Samoa,WSM,1970,59.919
San Marino,SMR,1970,72.788
Sao Tome and Principe,STP,1970,55.358
Saudi Arabia,SAU,1970,52.703
Senegal,SEN,1970,39.227
Serbia,SRB,1970,67.738
Seychelles,SYC,1970,66.341
Sierra Leone,SLE,1970,36.098
Singapore,SGP,1970,68.088
Sint Maarten (Dutch part),SXM,1970,69.084
Slovakia,SVK,1970,70.151
Slovenia,SVN,1970,69.425
Solomon Islands,SLB,1970,56.203
Somalia,SOM,1970,40.957
South Africa,ZAF,1970,52.62
South Korea,KOR,1970,61.28
South Sudan,SSD,1970,35.807
Spain,ESP,1970,71.996
Sri Lanka,LKA,1970,64.097
Sudan,SDN,1970,52.234
Suriname,SUR,1970,62.911
Sweden,SWE,1970,74.46
Switzerland,CHE,1970,73.105
Syria,SYR,1970,58.814
Taiwan,TWN,1970,68.153
Tajikistan,TJK,1970,54.007
Tanzania,TZA,1970,46.784
Thailand,THA,1970,59.385
Timor,TLS,1970,39.529
Togo,TGO,1970,46.568
Tokelau,TKL,1970,67.874
Tonga,TON,1970,64
Trinidad and Tobago,TTO,1970,64.7
Tunisia,TUN,1970,51.145
Turkey,TUR,1970,52.286
Turkmenistan,TKM,1970,58.472
Turks and Caicos Islands,TCA,1970,65.707
Tuvalu,TUV,1970,53.852
Uganda,UGA,1970,49.251
Ukraine,UKR,1970,70.777
United Arab Emirates,ARE,1970,61.215
United Kingdom,GBR,1970,71.948
United States,USA,1970,70.777
United States Virgin Islands,VIR,1970,69.056
Uruguay,URY,1970,68.616
Uzbekistan,UZB,1970,62.392
Vanuatu,VUT,1970,54.451
Vatican,VAT,1970,58.892
Venezuela,VEN,1970,64.935
Vietnam,VNM,1970,59.563
Wallis and Futuna,WLF,1970,62.161
Western Sahara,ESH,1970,42.067
World,OWID_WRL,1970,56.911
Yemen,YEM,1970,36.82
Zambia,ZMB,1970,50.114
Zimbabwe,ZWE,1970,56.913
Afghanistan,AFG,1971,37.93
Africa,,1971,45.984
Albania,ALB,1971,67.237
Algeria,DZA,1971,50.773
American Samoa,ASM,1971,67.185
Americas,,1971,65.24267958
Andorra,AND,1971,72.4
Angola,AGO,1971,41.284
Anguilla,AIA,1971,66.733
Antigua and Barbuda,ATG,1971,66.066
Argentina,ARG,1971,66.774
Armenia,ARM,1971,70.412
Aruba,ABW,1971,69.498
Asia,,1971,55.505
Australia,AUS,1971,71.37
Austria,AUT,1971,70.558
Azerbaijan,AZE,1971,63.31
Bahamas,BHS,1971,66.031
Bahrain,BHR,1971,64.275
Bangladesh,BGD,1971,46.589
Barbados,BRB,1971,68.89
Belarus,BLR,1971,70.566
Belgium,BEL,1971,71.212
Belize,BLZ,1971,66.047
Benin,BEN,1971,42.684
Bermuda,BMU,1971,71.593
Bhutan,BTN,1971,40.194
Bolivia,BOL,1971,45.999
Bonaire Sint Eustatius and Saba,BES,1971,69.429
Bosnia and Herzegovina,BIH,1971,66.756
Botswana,BWA,1971,54.327
Brazil,BRA,1971,59.332
British Virgin Islands,VGB,1971,67.338
Brunei,BRN,1971,63.134
Bulgaria,BGR,1971,71.057
Burkina Faso,BFA,1971,39.542
Burundi,BDI,1971,44.021
Cambodia,KHM,1971,39.699
Cameroon,CMR,1971,47.053
Canada,CAN,1971,72.722
Cape Verde,CPV,1971,53.97
Cayman Islands,CYM,1971,65.389
Central African Republic,CAF,1971,43.036
Chad,TCD,1971,41.813
Channel Islands,OWID_CIS,1971,71.919
Chile,CHL,1971,62.895
China,CHN,1971,60.303
Colombia,COL,1971,62.629
Comoros,COM,1971,46.103
Congo,COG,1971,51.126
Cook Islands,COK,1971,59.876
Costa Rica,CRI,1971,66.378
Cote d'Ivoire,CIV,1971,44.979
Croatia,HRV,1971,68.641
Cuba,CUB,1971,70.306
Curacao,CUW,1971,69.367
Cyprus,CYP,1971,72.825
Czechia,CZE,1971,69.971
Democratic Republic of Congo,COD,1971,44.247
Denmark,DNK,1971,73.414
Djibouti,DJI,1971,49.827
Dominica,DMA,1971,65.7
Dominican Republic,DOM,1971,58.671
Ecuador,ECU,1971,58.718
Egypt,EGY,1971,52.479
El Salvador,SLV,1971,55.32
Equatorial Guinea,GNQ,1971,40.156
Eritrea,ERI,1971,43.545
Estonia,EST,1971,70.376
Eswatini,SWZ,1971,48.788
Ethiopia,ETH,1971,43.213
Europe,,1971,70.476
Faeroe Islands,FRO,1971,73.72
Falkland Islands,FLK,1971,71.856
Fiji,FJI,1971,62.512
Finland,FIN,1971,70.502
France,FRA,1971,72.106
French Guiana,GUF,1971,65.572
French Polynesia,PYF,1971,60.518
Gabon,GAB,1971,47.967
Gambia,GMB,1971,38.734
Georgia,GEO,1971,67.766
Germany,DEU,1971,70.979
Ghana,GHA,1971,49.625
Gibraltar,GIB,1971,72.23
Greece,GRC,1971,71.286
Greenland,GRL,1971,62.715
Grenada,GRD,1971,65.88
Guadeloupe,GLP,1971,65.485
Guam,GUM,1971,66.074
Guatemala,GTM,1971,53.091
Guinea,GIN,1971,36.932
Guinea-Bissau,GNB,1971,40.961
Guyana,GUY,1971,61.868
Haiti,HTI,1971,46.508
Honduras,HND,1971,53.14
Hong Kong,HKG,1971,72.039
Hungary,HUN,1971,69.46
Iceland,ISL,1971,73.945
India,IND,1971,48.398
Indonesia,IDN,1971,53.14
Iran,IRN,1971,51.661
Iraq,IRQ,1971,58.856
Ireland,IRL,1971,71.072
Isle of Man,IMN,1971,71.974
Israel,ISR,1971,72.319
Italy,ITA,1971,71.829
Jamaica,JAM,1971,68.2
Japan,JPN,1971,72.74
Jordan,JOR,1971,60.864
Kazakhstan,KAZ,1971,62.84
Kenya,KEN,1971,53.118
Kiribati,KIR,1971,52.782
Kuwait,KWT,1971,66.169
Kyrgyzstan,KGZ,1971,60.816
Laos,LAO,1971,46.578
Latin America and the Caribbean,,1971,60.547
Latvia,LVA,1971,70.208
Lebanon,LBN,1971,66.323
Lesotho,LSO,1971,51.048
Liberia,LBR,1971,39.98
Libya,LBY,1971,57.046
Liechtenstein,LIE,1971,71.483
Lithuania,LTU,1971,71.346
Luxembourg,LUX,1971,70.077
Macao,MAC,1971,69.869
Madagascar,MDG,1971,45.257
Malawi,MWI,1971,40.254
Malaysia,MYS,1971,65.013
Maldives,MDV,1971,44.908
Mali,MLI,1971,33.078
Malta,MLT,1971,71.572
Marshall Islands,MHL,1971,57.16
Martinique,MTQ,1971,66.506
Mauritania,MRT,1971,50.788
Mauritius,MUS,1971,63.354
Mayotte,MYT,1971,62.985
Mexico,MEX,1971,61.829
Micronesia (country),FSM,1971,59.265
Moldova,MDA,1971,65.134
Monaco,MCO,1971,72.71
Mongolia,MNG,1971,55.819
Montenegro,MNE,1971,70.476
Montserrat,MSR,1971,66.616
Morocco,MAR,1971,52.94
Mozambique,MOZ,1971,41.567
Myanmar,MMR,1971,49.258
Namibia,NAM,1971,53.184
Nauru,NRU,1971,52.1
Nepal,NPL,1971,41.457
Netherlands,NLD,1971,73.917
New Caledonia,NCL,1971,62.946
New Zealand,NZL,1971,71.573
Nicaragua,NIC,1971,54.147
Niger,NER,1971,36.031
Nigeria,NGA,1971,41.392
Niue,NIU,1971,64.956
North Korea,PRK,1971,60.549
North Macedonia,MKD,1971,66.736
Northern America,,1971,71.157
Northern Mariana Islands,MNP,1971,63.575
Norway,NOR,1971,74.255
Oceania,,1971,65.719
Oman,OMN,1971,51.087
Pakistan,PAK,1971,53.192
Palau,PLW,1971,59.991
Palestine,PSE,1971,56.438
Panama,PAN,1971,66.018
Papua New Guinea,PNG,1971,46.653
Paraguay,PRY,1971,65.506
Peru,PER,1971,54.935
Philippines,PHL,1971,63.19
Poland,POL,1971,70.228
