,Linkas,Adresas,Kaina,€/S,Aukštas,Plotas,Kambariai
349,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-parduodamas-nuostabus-sviesus-bei-siltas-1-3383786/,"Antakalnis, Vytauto Žalakevičiaus g.",399 999 €,4193€/m²,6/7,95.4,4
350,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodu-vieno-kambario-buta-justiniskese-1-3383828/,"Justiniškės, Taikos g.",73 000 €,2028€/m²,5/5,36,1
351,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lazdyneliu-g-parduodamas-naujas-negyventas-skoningai-ir-1-3383824/,"Lazdynėliai, Lazdynėlių g.",179 900 €,3179€/m²,4/4,56.59,2
352,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-a-paskevic-ciotkos-g-parduodamas-irengtas-kambariu-butas-1-3383738/,"Naujoji Vilnia, A. Paškevič-Ciotkos g.",132 000 €,1602€/m²,4/5,82.4,4
353,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-zygio-g-parduodamas-jaukus-kambariu-butas-siaures-1-3383710/,"Šiaurės miestelis, Žygio g.",220 000 €,2930€/m²,5/8,75.08,3
354,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-parduodamas-butas-vilniaus-mieste-pasilaiciu-1-3353353/,"Pašilaičiai, Sviliškių g.",144 900 €,3150€/m²,3/7,46,2
355,https://www.aruodas.lt/butai-vilniuje-naujininkuose-dariaus-ir-gireno-g-parduodamas-naujai-irengtas-bendrabucio-tipo-1-3383528/,"Naujininkai, Dariaus ir Girėno g.",47 900 €,2661€/m²,2/5,18,1
356,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-salomejos-neries-g-parduodu-buta-vilniuje-s-neries-g-1-3383480/,"Fabijoniškės, Salomėjos Nėries g.",107 000 €,2374€/m²,2/12,45.07,2
357,https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-titnago-g-parduodamas-visiskai-naujai-irengtas-1-3383426/,"Žemieji Paneriai, Titnago g.",149 500 €,3065€/m²,4/5,48.77,2
358,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-visai-salia-vilniaus-centro-ir-neries-upes-1-3383410/,"Žirmūnai, Žirmūnų g.",104 000 €,2352€/m²,5/5,44.22,2
359,https://www.aruodas.lt/butai-vilniuje-snipiskese-trimitu-g-be-tarpininku-parduodamas-kokybiskai-pilnai-1-3383134/,"Šnipiškės, Trimitų g.",224 000 €,4277€/m²,3/5,52.37,2
360,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-lofto-tipo-butas-su-antresole-1-3349713/,"Šnipiškės, Kalvarijų g.",87 000 €,3525€/m²,7/9,24.68,2
361,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-saltiniu-g-centrineje-vilniaus-miesto-dalyje-zalioje-1-3383376/,"Naujamiestis, Šaltinių g.",178 800 €,3710€/m²,6/6,48.2,2
362,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-savanoriu-pr-parduodamas-kbutas-m-naujamiestyje-1-3379740/,"Naujamiestis, Savanorių pr.",99 999 €,2127€/m²,7/9,47.02,2
363,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduoda-savininkai-tarpininku-prasome-1-3278988/,"Justiniškės, Taikos g.",145 000 €,2157€/m²,2/5,67.23,3
364,https://www.aruodas.lt/butai-vilniuje-naujininkuose-zanavyku-g-parduodamas-paruostas-remontui-kambariu-1-3356895/,"Naujininkai, Zanavykų g.",88 888 €,1932€/m²,5/5,46,2
365,https://www.aruodas.lt/butai-vilniuje-senamiestyje-aludariu-g-parduodamas-k-butas-centre-aludariu-g-1-3309241/,"Senamiestis, Aludarių g.",215 000 €,4057€/m²,1/4,53,2
366,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gelezinkelio-g-vilniaus-senamiestyje-m-butas-du-1-3356349/,"Senamiestis, Geležinkelio g.",110 000 €,2245€/m²,2/2,49,5
367,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-parduodamas-kol-kas-vieno-kambario-butas-1-3383136/,"Pilaitė, I. Simonaitytės g.",124 500 €,2551€/m²,2/4,48.8,1
368,https://www.aruodas.lt/butai-vilniuje-pilaiteje-sidaroniu-g-parduodamas-u-kambariu-butas-su-terasa-1-3383124/,"Pilaitė, Sidaronių g.",179 000 €,3510€/m²,1/3,51,2
369,https://www.aruodas.lt/butai-vilniuje-naujininkuose-konduktoriu-g-parduodamas-kv-m-kambariu-butas-1-3356873/,"Naujininkai, Konduktorių g.",79 000 €,806€/m²,1/2,98.02,4
370,https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-prabangus-unikalaus-interjero-kambariu-ir-1-3375120/,"Burbiškės, Burbiškių g.",279 000 €,5557€/m²,4/4,50.21,2
371,https://www.aruodas.lt/butai-vilniuje-snipiskese-rinktines-g-kamb-butas-paciame-vilniaus-centre-1-3383004/,"Šnipiškės, Rinktinės g.",119 000 €,3173€/m²,4/4,37.5,2
372,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-isskirtinio-dizaino-sviesus-1-3382934/,"Lazdynai, Architektų g.",122 500 €,2612€/m²,4/5,46.9,2
373,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-erdvus-kvm-dvieju-1-3382824/,"Pašilaičiai, Perkūnkiemio g.",155 000 €,2614€/m²,8/12,59.29,2
374,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-brokeriai-prasau-neskambinkite-1-3390055/,"Žirmūnai, Žirmūnų g.",79 999 €,2326€/m²,5/5,34.4,1
375,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-jonazoliu-g-parduodamas-jaukus-ir-kokybiskai-irengtas-1-3161539/,"Lazdynėliai, Jonažolių g.",199 000 €,3164€/m²,6/6,62.9,2
376,https://www.aruodas.lt/butai-vilniuje-uzupyje-kreivasis-skg-parduodamas-kambariu-butas-uzupyje-1-3382760/,"Užupis, Kreivasis skg.",429 000 €,6264€/m²,1/3,68.49,3
377,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-parko-g-parduodamas-suremontuotas-kambariu-butas-1-3390019/,"Naujoji Vilnia, Parko g.",73 500 €,1709€/m²,10/12,43,2
378,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-gedvydziu-g-parduodamas-sviesus-kambariu-butas-1-3382614/,"Fabijoniškės, Gedvydžių g.",117 000 €,1871€/m²,10/10,62.52,3
379,https://www.aruodas.lt/butai-vilniuje-virsuliskese-justiniskiu-g-parduodamas-tvarkingas-butas-su-baldais-1-3389947/,"Viršuliškės, Justiniškių g.",110 000 €,2223€/m²,9/9,49.48,2
380,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-pilaiteje-parduodamas-jaukus-kambario-1-3378320/,"Pilaitė, I. Simonaitytės g.",135 000 €,3613€/m²,1/4,37.36,1
381,https://www.aruodas.lt/butai-vilniuje-seskineje-buivydiskiu-g-parduodamas-kvm-erdvus-ir-sviesus-1-3365818/,"Šeškinė, Buivydiškių g.",119 999 €,2182€/m²,3/12,55,2
382,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-savanoriu-pr-parduodamas-irengtas-butas-vilniaus-miesto-1-3389909/,"Naujamiestis, Savanorių pr.",197 000 €,4298€/m²,3/9,45.84,2
383,https://www.aruodas.lt/butai-vilniuje-pilaiteje-pilkalnio-g-parduodamas-siltas-jaukus-kokybiskai-1-3389889/,"Pilaitė, Pilkalnio g.",124 000 €,3263€/m²,4/4,38,2
384,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-s-konarskio-g-parduodamas-kamb-jaukus-su-dideliais-1-3382460/,"Naujamiestis, S. Konarskio g.",139 001 €,5029€/m²,2/3,27.64,1
385,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-parduodamas-pilnai-irengtas-jaukus-1-3382430/,"Pilaitė, I. Simonaitytės g.",214 900 €,3271€/m²,3/4,65.69,3
386,https://www.aruodas.lt/butai-vilniuje-snipiskese-raitininku-g-parduodamas-jaukus-dizaineres-moderniai-1-3382342/,"Šnipiškės, Raitininkų g.",310 000 €,5981€/m²,5/7,51.83,2
387,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kariu-kapu-g-ypatingai-sviesus-erdvus-kvm-1-3183438/,"Antakalnis, Karių Kapų g.",342 000 €,4190€/m²,3/3,81.62,2
388,https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-be-tarpininku-parduodamas-sviesus-ir-erdvus-1-3347923/,"Viršuliškės, Spaudos g.",220 000 €,3783€/m²,11/16,58.15,3
389,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-parduodamas-kokybiskai-irengtas-tvarkingas-1-3382296/,"Fabijoniškės, S. Stanevičiaus g.",139 000 €,2100€/m²,9/10,66.19,3
390,https://www.aruodas.lt/butai-vilniuje-karoliniskese-virginijaus-druskio-g-brokeriai-nedomina-butas-tinkamas-tiek-1-3356227/,"Karoliniškės, Virginijaus Druskio g.",86 500 €,1840€/m²,1/5,47,2
391,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-zemynos-g-butas-per-trys-aukstus-kotedzo-tipo-buvo-1-3088457/,"Pašilaičiai, Žemynos g.",145 999 €,1718€/m²,2/3,85,4
392,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-gelezinio-vilko-g-buto-privalumai-funkcionalus-buto-1-3382100/,"Vilkpėdė, Geležinio Vilko g.",192 000 €,2548€/m²,3/5,75.36,3
393,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-naujai-irengtas-kambariu-butas-1-3382112/,"Žirmūnai, Žirmūnų g.",118 000 €,3586€/m²,1/5,32.91,2
394,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-parduodamas-gerai-isplanuotas-kambariu-1-3355751/,"Pilaitė, I. Simonaitytės g.",145 000 €,2516€/m²,2/4,57.63,2
395,https://www.aruodas.lt/butai-vilniuje-senamiestyje-j-basanaviciaus-g-modernus-kokybiskai-irengtas-butas-reformatu-1-3381808/,"Senamiestis, J. Basanavičiaus g.",555 000 €,7500€/m²,3/4,74,3
396,https://www.aruodas.lt/butai-vilniuje-rasose-olandu-g-olandu-g-butas-buta-sudaro-patalpos-1-3382018/,"Rasos, Olandų g.",124 900 €,2483€/m²,3/5,50.31,2
397,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-k-butas-virsuliskese-su-remontu-1-3381986/,"Viršuliškės, Viršuliškių g.",126 000 €,1964€/m²,4/5,64.16,3
398,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-antakalnyje-antakalnio-g-pradzioje-salia-1-3381904/,"Antakalnis, Antakalnio g.",240 000 €,3746€/m²,3/3,64.06,1
399,https://www.aruodas.lt/butai-vilniuje-justiniskese-helsinkio-g-butas-vertinantiems-ramaus-poilsio-ir-busto-1-3381926/,"Justiniškės, Helsinkio g.",163 800 €,3920€/m²,2/3,41.79,2
400,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-parko-g-naujojoje-vilnioje-salia-parko-parduodamas-1-3389251/,"Naujoji Vilnia, Parko g.",112 000 €,2263€/m²,3/5,49.5,2
401,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-birzelio-23-iosios-g-pries-metus-suremontuotas-butas-keisti-1-3389221/,"Naujamiestis, Birželio 23-iosios g.",139 000 €,3022€/m²,4/5,46,2
402,https://www.aruodas.lt/butai-vilniuje-grigiskese-lengvenio-g-parduodamas-sviesus-butas-grigiskese-1-3381758/,"Grigiškės, Lengvenio g.",130 000 €,2671€/m²,1/4,48.68,2
403,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-ateities-g-parduodamas-tvarkingas-kambario-butas-1-3389153/,"Jeruzalė, Ateities g.",51 000 €,2221€/m²,4/5,22.96,1
404,https://www.aruodas.lt/butai-vilniuje-senamiestyje-aguonu-g-parduodamas-elegantiskas-kambariu-kvm-1-3381638/,"Senamiestis, Aguonų g.",369 000 €,6474€/m²,3/5,57,2
405,https://www.aruodas.lt/butai-vilniuje-pilaiteje-m-mazvydo-g-parduodamas-pagal-dizainerio-projekta-1-3381632/,"Pilaitė, M. Mažvydo g.",169 000 €,3314€/m²,4/6,51,2
406,https://www.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-parduodamas-tvarkingas-pilnai-irengtas-1-3388207/,"Baltupiai, Kalvarijų g.",132 000 €,3107€/m²,7/14,42.48,2
407,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-savanoriu-pr-parduodamas-vieno-kambario-butas-su-dideliu-1-3381494/,"Naujamiestis, Savanorių pr.",75 000 €,2586€/m²,5/5,29,1
408,https://www.aruodas.lt/butai-vilniuje-zveryne-sakalu-g-aprasymas-buto-dydis-kv-m-1-3381324/,"Žvėrynas, Sakalų g.",329 000 €,3994€/m²,5/7,82.38,3
409,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-parduodamas-naujai-irengtas-u-kambariu-1-3381316/,"Žirmūnai, Minties g.",99 700 €,3246€/m²,5/5,30.71,2
410,https://www.aruodas.lt/butai-vilniuje-pilaiteje-simono-grunau-g-daline-apdaila-gruodzio-men-rezervuotas-1-3381296/,"Pilaitė, Simono Grunau g.",120 000 €,2443€/m²,2/4,49.12,2
411,https://www.aruodas.lt/butai-vilniuje-snipiskese-kazio-ulvydo-g-prasymas-brokeriams-neskambinkite-1-3388921/,"Šnipiškės, Kazio Ulvydo g.",179 000 €,3878€/m²,3/5,46.16,2
412,https://www.aruodas.lt/butai-vilniuje-justiniskese-rygos-g-parduodamas-kokybiskai-irengtas-jaukus-ir-1-3372184/,"Justiniškės, Rygos g.",176 000 €,2771€/m²,2/6,63.51,3
413,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-labai-siltas-vieno-kambario-butas-1-3388865/,"Šnipiškės, Kalvarijų g.",74 000 €,2242€/m²,5/5,33,1
414,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-triju-izoliuotu-kambariu-butas-1-3381066/,"Lazdynai, Architektų g.",124 000 €,2030€/m²,5/5,61.07,3
415,https://www.aruodas.lt/butai-vilniuje-pilaiteje-simono-grunau-g-kvieciame-i-atviru-duru-diena-gruodzio-d-1-3381048/,"Pilaitė, Simono Grunau g.",139 500 €,2968€/m²,2/3,47,2
416,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodu-kambariu-buta-lazdynuose-1-3381040/,"Lazdynai, Architektų g.",98 000 €,1542€/m²,6/9,63.57,3
417,https://www.aruodas.lt/butai-vilniuje-pilaiteje-isruties-g-naujojoje-pilaiteje-parduodamas-erdvus-iu-1-3381038/,"Pilaitė, Įsruties g.",265 000 €,2650€/m²,6/7,100,4
418,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-giruliu-g-parduodamas-tvarkingas-ju-kambariu-butas-1-3380790/,"Pašilaičiai, Girulių g.",169 000 €,2332€/m²,2/9,72.48,3
419,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-ateities-g-parduodamas-kambariu-m-puikiai-1-3380958/,"Fabijoniškės, Ateities g.",244 000 €,2436€/m²,3/5,100.16,3
420,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-jonazoliu-g-nt-agentai-prasau-neskambineti-jusu-paslaugu-1-3098489/,"Lazdynėliai, Jonažolių g.",168 198 €,2900€/m²,1/6,58,2
421,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-1-3380832/,"Naujamiestis, Mindaugo g.",110 000 €,5500€/m²,2/2,20,1
422,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-naugarduko-g-parduodamas-kambariu-butas-m-1-3380806/,"Naujamiestis, Naugarduko g.",128 000 €,2769€/m²,5/5,46.23,2
423,https://www.aruodas.lt/butai-vilniuje-seskineje-ukmerges-g-parduodamas-erdvus-kambariu-kv-m-1-3380700/,"Šeškinė, Ukmergės g.",128 700 €,1912€/m²,3/5,67.32,3
424,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-v-nageviciaus-g-parduodamas-naujai-irengtas-kambariu-butas-1-3380688/,"Šiaurės miestelis, V. Nagevičiaus g.",183 000 €,3352€/m²,5/5,54.6,2
425,https://www.aruodas.lt/butai-vilniuje-antakalnyje-smelio-g-parduodamas-kambario-butas-antakalnyje-1-3388455/,"Antakalnis, Smėlio g.",122 000 €,3333€/m²,3/4,36.6,1
426,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-salomejos-neries-g-gyvenimui-miesto-ritmu-parduodamas-tvarkingas-1-3388437/,"Fabijoniškės, Salomėjos Nėries g.",110 000 €,2398€/m²,2/12,45.88,2
427,https://www.aruodas.lt/butai-vilniuje-lazdynuose-bukciu-g-parduodamas-tvarkingas-ir-erdvus-kambariu-1-3380618/,"Lazdynai, Bukčių g.",146 000 €,2329€/m²,2/3,62.69,3
428,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-parduodamas-erdvus-sviesus-ir-siltas-bei-1-3380598/,"Pilaitė, I. Simonaitytės g.",245 000 €,2791€/m²,4/4,87.77,3
429,https://www.aruodas.lt/butai-vilniuje-rasose-adutiskio-g-parduodamas-daug-privalumu-turtintis-1-3380490/,"Rasos, Adutiškio g.",125 000 €,3205€/m²,5/5,39,1
430,https://www.aruodas.lt/butai-vilniuje-senamiestyje-saltiniu-g-parduodamas-pilnai-irengtas-vieno-kambario-1-3380456/,"Senamiestis, Šaltinių g.",210 900 €,5300€/m²,6/6,39.79,1
431,https://www.aruodas.lt/butai-vilniuje-senamiestyje-totoriu-g-salia-prezidenturos-rumu-gailestingumo-1-3380400/,"Senamiestis, Totorių g.",357 000 €,5935€/m²,2/3,60.15,2
432,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-v-pietario-g-buto-savininkas-parduoda-kambariu-buta-v-1-3285326/,"Naujamiestis, V. Pietario g.",132 000 €,2322€/m²,1/5,56.84,3
433,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g-parduodamas-siltas-ir-jaukus-kokybiskai-1-3324977/,"Pašilaičiai, Leičių g.",179 000 €,2499€/m²,9/9,71.62,3
434,https://www.aruodas.lt/butai-vilniuje-seskineje-paberzes-g-parduodamas-labai-siltas-ir-erdvus-kambariu-1-3380358/,"Šeškinė, Paberžės g.",112 000 €,1672€/m²,4/5,67,3
435,https://www.aruodas.lt/butai-vilniuje-zveryne-paribio-g-parduodamas-naujas-siltas-ir-sviesus-gero-1-3366174/,"Žvėrynas, Paribio g.",154 000 €,3993€/m²,2/7,38.57,2
436,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-k-butas-kvm-ias-1-3388213/,"Šnipiškės, Kalvarijų g.",67 000 €,3045€/m²,3/10,22,1
437,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-parduodamas-kambariu-butas-kv-m-su-1-3380346/,"Pilaitė, I. Simonaitytės g.",153 000 €,3477€/m²,1/4,44,2
438,https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-g-moderniai-ir-kokybiskai-irengtas-kambariu-1-3388195/,"Antakalnis, Žirgo g.",201 500 €,3307€/m²,6/6,60.94,2
439,https://www.aruodas.lt/butai-vilniuje-verkiuose-kazio-ulvydo-g-jaukiai-is-stilingai-irengtas-kambario-1-3380288/,"Verkiai, Kazio Ulvydo g.",129 000 €,3388€/m²,1/5,38.08,1
440,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-rugiu-g-parduodamas-jaukussviesus-pilnai-irengtas-1-3388157/,"Jeruzalė, Rugių g.",152 000 €,2413€/m²,2/6,63,2
441,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-kv-m-butas-mindaugo-g-1-3363199/,"Naujamiestis, Mindaugo g.",132 000 €,3759€/m²,3/3,35.12,2
442,https://www.aruodas.lt/butai-vilniuje-naujininkuose-panevezio-g-tarpininku-prasome-neskambinti-katik-1-3380192/,"Naujininkai, Panevėžio g.",76 000 €,2533€/m²,5/9,30,1
443,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-savanoriu-pr-parduodamas-tvarkingas-k-butas-gerosios-1-3387896/,"Naujamiestis, Savanorių pr.",74 500 €,2569€/m²,4/4,29,1
444,https://www.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-kambariu-m-puikiai-1-3380154/,"Baltupiai, Didlaukio g.",188 000 €,2729€/m²,10/16,68.88,2
445,https://www.aruodas.lt/butai-vilniuje-seskineje-musninku-g-butas-parduodamas-su-baldais-ir-buitine-1-3380146/,"Šeškinė, Musninkų g.",127 000 €,2542€/m²,5/9,49.96,2
446,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-labai-priziuretas-jaukus-ir-1-3387846/,"Lazdynai, Architektų g.",110 000 €,2345€/m²,4/5,46.9,2
447,https://www.aruodas.lt/butai-vilniuje-pilaiteje-isruties-g-parduodamas-erdvus-kokybiskai-irengtas-1-3380126/,"Pilaitė, Įsruties g.",300 000 €,3208€/m²,2/9,93.51,4
448,https://www.aruodas.lt/butai-vilniuje-bajoruose-sventeliskiu-g-vilniaus-mieste-bajoruose-parduodamas-erdvus-1-3380092/,"Bajorai, Šventeliškių g.",207 000 €,3166€/m²,1/2,65.38,3
449,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-siltas-sviesus-ekonomiskas-ir-1-3387502/,"Antakalnis, Antakalnio g.",148 500 €,2750€/m²,5/5,54,3
450,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-p-zadeikos-g-parduodamas-pilnai-irengtas-erdvus-kv-1-3387492/,"Fabijoniškės, P. Žadeikos g.",199 900 €,2258€/m²,5/6,88.53,4
451,https://www.aruodas.lt/butai-vilniuje-snipiskese-zalgirio-g-privalumai-butas-su-didele-terasa-net-kvm-1-3380028/,"Šnipiškės, Žalgirio g.",188 000 €,4000€/m²,1/4,47,2
452,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kastonu-g-parduodamas-jaukus-sviesus-ir-erdvus-butas-1-3379870/,"Naujamiestis, Kaštonų g.",349 000 €,5453€/m²,4/5,64,3
453,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr--parduodamos-kv-m-patalpos-cokoliniame-1-3329421/,"Senamiestis, Gedimino pr.",109 000 €,790€/m²,0/5,138,5
454,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-brokeriutarpininku-paslaugos-nedomina-1-3379690/,"Žirmūnai, Minties g.",95 000 €,3140€/m²,2/5,30.25,1
455,https://www.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-m-statybos-name-parduodamas-ju-1-3379628/,"Baltupiai, Kalvarijų g.",160 000 €,2807€/m²,10/13,57,2
456,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-liudviko-zamenhofo-g-parduodu-kamb-buta-vilniuje-parduodamas-1-3348657/,"Fabijoniškės, Liudviko Zamenhofo g.",190 000 €,2714€/m²,1/6,70,3
457,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-dociskiu-g-parduodamas-dvieju-kambariu-butas-su-1-3379506/,"Pašilaičiai, Dociškių g.",139 000 €,2629€/m²,2/5,52.87,2
458,https://www.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-parduodamas-jaukus-butas-trinapolio-gatveje-1-3379482/,"Baltupiai, Trinapolio g.",177 000 €,3494€/m²,5/11,50.66,2
459,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-t-sevcenkos-g-be-tarpininku-parduodamas-isskirtinis-ir-1-3379436/,"Naujamiestis, T. Ševčenkos g.",295 000 €,4403€/m²,6/6,67,2
460,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-butas-antakalnyje-namas-yra-1-3379428/,"Antakalnis, Antakalnio g.",125 000 €,3011€/m²,1/5,41.51,2
461,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-erdvus-kvm-sviesus-ir-1-3379386/,"Pašilaičiai, Perkūnkiemio g.",129 000 €,2186€/m²,7/12,59,2
462,https://www.aruodas.lt/butai-vilniuje-pilaiteje-giluzio-g-giluzio-rivjera-vienintelis-projektas-1-3379358/,"Pilaitė, Gilužio g.",148 000 €,3795€/m²,3/3,39,2
463,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-su-buitine-technika-ir-visais-baldais-1-3379336/,"Šnipiškės, Linkmenų g.",182 000 €,4119€/m²,5/5,44.19,2
464,https://www.aruodas.lt/butai-vilniuje-senamiestyje-aludariu-g-parduodamas-irengtas-butas-matau-vilniu-1-3379308/,"Senamiestis, Aludarių g.",300 000 €,5052€/m²,1/2,59.38,2
465,https://www.aruodas.lt/butai-vilniuje-snipiskese-saracenu-g-parduodama-namo-dalis-du-butai-su-galimybe-1-3361009/,"Šnipiškės, Saracėnų g.",79 000 €,1386€/m²,1/1,57,4
466,https://www.aruodas.lt/butai-vilniuje-antakalnyje-nemencines-pl-ramus-atokvepis-vilniaus-virsuneje-jusu-1-3379214/,"Antakalnis, Nemenčinės pl.",240 000 €,2054€/m²,5/5,116.83,3
467,https://www.aruodas.lt/butai-vilniuje-bajoruose-fiziku-g-parduodamas-erdvus-kambariu-m-butas-su-1-3236946/,"Bajorai, Fizikų g.",169 000 €,3126€/m²,3/3,54.06,2
468,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-k-butas-vilniuje-pasilaiciuose-1-3352743/,"Pašilaičiai, Perkūnkiemio g.",145 000 €,2574€/m²,2/9,56.34,2
469,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-t-sevcenkos-g-grieztai-be-tarpininku-parduodamas-1-3314427/,"Naujamiestis, T. Ševčenkos g.",239 000 €,3187€/m²,4/6,75,2
470,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vokieciu-g-siuolaikiskai-irengti-apartamentai-vilniaus-1-3386992/,"Senamiestis, Vokiečių g.",398 000 €,4738€/m²,6/6,84,4
471,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-vieno-kambario-butas-neseniai-1-3379078/,"Žirmūnai, Žirmūnų g.",87 000 €,2900€/m²,7/9,30,1
472,https://www.aruodas.lt/butai-vilniuje-snipiskese-vito-gerulaicio-g-parduodamas-isskirtinai-irengtas-kambariu-1-3386910/,"Šnipiškės, Vito Gerulaičio g.",215 000 €,4300€/m²,3/5,50,3
473,https://www.aruodas.lt/butai-vilniuje-grigiskese-sviesos-g-parduodamas-kambario-butas-arba-apsikeisiu-1-3378956/,"Grigiškės, Šviesos g.",69 000 €,2091€/m²,5/5,33,1
474,https://www.aruodas.lt/butai-vilniuje-uzupyje-varpu-g-sviesusjaukus-butaslangai-i-rytu-ir-pietu-1-3378918/,"Užupis, Varpų g.",188 500 €,3104€/m²,4/5,60.72,3
475,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-pranciskaus-smugleviciaus-g-parduodamas-jaukus-siltas-ir-ekonomiskas-1-3378832/,"Jeruzalė, Pranciškaus Smuglevičiaus g.",124 000 €,3238€/m²,2/5,38.3,1
476,https://www.aruodas.lt/butai-vilniuje-senamiestyje-jogailos-g-palepe-patekimas-per-avarine-laiptine-1-3378762/,"Senamiestis, Jogailos g.",190 000 €,5915€/m²,4/4,32.12,1
